X,Y,Color
-116.0,32.0,"(0.6, 0.8, 1.0, 1.0)"
-112.0,-8.0,"(0.6, 0.8, 1.0, 1.0)"
-112.0,-4.0,"(0.0, 0.2, 0.4, 1.0)"
-112.0,0.0,"(0.0, 0.6, 0.0, 1.0)"
-112.0,4.0,"(0.8, 0.0, 0.0, 1.0)"
-112.0,8.0,"(1.0, 1.0, 0.4, 1.0)"
-112.0,12.0,"(0.8, 0.0, 0.0, 1.0)"
-112.0,16.0,"(0.0, 0.4, 0.8, 1.0)"
-112.0,20.0,"(1.0, 0.5019607843, 0.0, 1.0)"
-112.0,24.0,"(0.0, 0.2, 0.4, 1.0)"
-112.0,28.0,"(0.0, 0.4, 0.8, 1.0)"
-112.0,32.0,"(0.0, 0.6, 0.0, 1.0)"
-108.0,-16.0,"(0.6, 0.8, 1.0, 1.0)"
-108.0,-12.0,"(1.0, 0.5019607843, 0.0, 1.0)"
-108.0,-8.0,"(0.4, 0.8, 0.0, 1.0)"
-108.0,-4.0,"(1.0, 0.5019607843, 0.0, 1.0)"
-108.0,0.0,"(0.8, 0.0, 0.0, 1.0)"
-108.0,4.0,"(0.8, 0.0, 0.0, 1.0)"
-108.0,8.0,"(0.8, 0.0, 0.0, 1.0)"
-108.0,12.0,"(0.0, 0.2, 0.4, 1.0)"
-108.0,16.0,"(1.0, 0.5019607843, 0.0, 1.0)"
-108.0,20.0,"(0.6, 0.8, 1.0, 1.0)"
-108.0,24.0,"(1.0, 1.0, 0.4, 1.0)"
-108.0,28.0,"(0.0, 0.4, 0.8, 1.0)"
-108.0,36.0,"(0.6, 0.8, 1.0, 1.0)"
-104.0,-20.0,"(0.6, 0.8, 1.0, 1.0)"
-104.0,-16.0,"(0.0, 0.2, 0.4, 1.0)"
-104.0,-8.0,"(1.0, 0.0, 0.0, 1.0)"
-104.0,-4.0,"(1.0, 0.0, 0.0, 1.0)"
-104.0,0.0,"(0.8, 0.0, 0.0, 1.0)"
-104.0,4.0,"(1.0, 0.5019607843, 0.0, 1.0)"
-104.0,8.0,"(0.8, 0.0, 0.0, 1.0)"
-104.0,12.0,"(0.8, 0.0, 0.0, 1.0)"
-104.0,16.0,"(0.4, 0.8, 0.0, 1.0)"
-104.0,20.0,"(0.0, 0.2, 0.4, 1.0)"
-104.0,24.0,"(0.4, 0.8, 0.0, 1.0)"
-100.0,-20.0,"(0.6, 0.8, 1.0, 1.0)"
-100.0,-16.0,"(0.0, 0.2, 0.4, 1.0)"
-100.0,-12.0,"(0.8, 0.0, 0.0, 1.0)"
-100.0,-8.0,"(0.8, 0.0, 0.0, 1.0)"
-100.0,-4.0,"(0.8, 0.0, 0.0, 1.0)"
-100.0,0.0,"(0.8, 0.0, 0.0, 1.0)"
-100.0,4.0,"(0.8, 0.0, 0.0, 1.0)"
-100.0,8.0,"(0.8, 0.0, 0.0, 1.0)"
-100.0,12.0,"(1.0, 0.0, 0.0, 1.0)"
-100.0,16.0,"(0.4, 0.8, 0.0, 1.0)"
-100.0,20.0,"(0.0, 0.2, 0.4, 1.0)"
-100.0,24.0,"(0.6, 0.8, 1.0, 1.0)"
-100.0,28.0,"(0.6, 0.8, 1.0, 1.0)"
-96.0,-24.0,"(0.6, 0.8, 1.0, 1.0)"
-96.0,-16.0,"(1.0, 1.0, 0.4, 1.0)"
-96.0,-12.0,"(0.8, 0.0, 0.0, 1.0)"
-96.0,-8.0,"(0.8, 0.0, 0.0, 1.0)"
-96.0,-4.0,"(0.8, 0.0, 0.0, 1.0)"
-96.0,0.0,"(0.8, 0.0, 0.0, 1.0)"
-96.0,4.0,"(0.8, 0.0, 0.0, 1.0)"
-96.0,8.0,"(0.8, 0.0, 0.0, 1.0)"
-96.0,12.0,"(0.4, 0.8, 0.0, 1.0)"
-96.0,16.0,"(0.6, 0.8, 1.0, 1.0)"
-96.0,20.0,"(0.6, 0.8, 1.0, 1.0)"
-96.0,24.0,"(0.6, 0.8, 1.0, 1.0)"
-96.0,44.0,"(0.6, 0.8, 1.0, 1.0)"
-92.0,-24.0,"(0.6, 0.8, 1.0, 1.0)"
-92.0,-20.0,"(0.4, 0.8, 0.0, 1.0)"
-92.0,-16.0,"(0.6, 0.8, 1.0, 1.0)"
-92.0,-12.0,"(0.8, 0.0, 0.0, 1.0)"
-92.0,-8.0,"(0.8, 0.0, 0.0, 1.0)"
-92.0,-4.0,"(0.8, 0.0, 0.0, 1.0)"
-92.0,0.0,"(0.8, 0.0, 0.0, 1.0)"
-92.0,4.0,"(0.8, 0.0, 0.0, 1.0)"
-92.0,8.0,"(0.4, 0.8, 0.0, 1.0)"
-92.0,12.0,"(0.0, 0.4, 0.8, 1.0)"
-92.0,44.0,"(0.6, 0.8, 1.0, 1.0)"
-88.0,-32.0,"(0.6, 0.8, 1.0, 1.0)"
-88.0,-28.0,"(0.0, 0.6, 0.0, 1.0)"
-88.0,-24.0,"(0.0, 0.6, 0.0, 1.0)"
-88.0,-20.0,"(1.0, 1.0, 0.4, 1.0)"
-88.0,-16.0,"(0.8, 0.0, 0.0, 1.0)"
-88.0,-12.0,"(1.0, 0.0, 0.0, 1.0)"
-88.0,-8.0,"(0.8, 0.0, 0.0, 1.0)"
-88.0,-4.0,"(0.8, 0.0, 0.0, 1.0)"
-88.0,0.0,"(0.8, 0.0, 0.0, 1.0)"
-88.0,4.0,"(0.4, 0.8, 0.0, 1.0)"
-88.0,8.0,"(1.0, 0.0, 0.0, 1.0)"
-88.0,12.0,"(0.0, 0.4, 0.8, 1.0)"
-88.0,20.0,"(1.0, 1.0, 0.4, 1.0)"
-84.0,-36.0,"(0.6, 0.8, 1.0, 1.0)"
-84.0,-28.0,"(0.0, 0.4, 0.8, 1.0)"
-84.0,-24.0,"(1.0, 1.0, 0.4, 1.0)"
-84.0,-20.0,"(0.8, 0.0, 0.0, 1.0)"
-84.0,-16.0,"(0.8, 0.0, 0.0, 1.0)"
-84.0,-12.0,"(0.8, 0.0, 0.0, 1.0)"
-84.0,-8.0,"(0.8, 0.0, 0.0, 1.0)"
-84.0,-4.0,"(0.8, 0.0, 0.0, 1.0)"
-84.0,0.0,"(1.0, 0.0, 0.0, 1.0)"
-84.0,4.0,"(0.8, 0.0, 0.0, 1.0)"
-84.0,8.0,"(0.0, 0.4, 0.8, 1.0)"
-84.0,12.0,"(0.6, 0.8, 1.0, 1.0)"
-84.0,16.0,"(0.6, 0.8, 1.0, 1.0)"
-80.0,-32.0,"(0.0, 0.4, 0.8, 1.0)"
-80.0,-28.0,"(0.4, 0.8, 0.0, 1.0)"
-80.0,-24.0,"(0.8, 0.0, 0.0, 1.0)"
-80.0,-20.0,"(0.8, 0.0, 0.0, 1.0)"
-80.0,-16.0,"(0.8, 0.0, 0.0, 1.0)"
-80.0,-12.0,"(0.8, 0.0, 0.0, 1.0)"
-80.0,-8.0,"(0.8, 0.0, 0.0, 1.0)"
-80.0,-4.0,"(0.8, 0.0, 0.0, 1.0)"
-80.0,0.0,"(1.0, 1.0, 0.4, 1.0)"
-80.0,4.0,"(0.0, 0.2, 0.4, 1.0)"
-80.0,16.0,"(0.6, 0.8, 1.0, 1.0)"
-80.0,20.0,"(0.6, 0.8, 1.0, 1.0)"
-76.0,-32.0,"(1.0, 1.0, 0.4, 1.0)"
-76.0,-28.0,"(0.8, 0.0, 0.0, 1.0)"
-76.0,-24.0,"(0.8, 0.0, 0.0, 1.0)"
-76.0,-20.0,"(0.8, 0.0, 0.0, 1.0)"
-76.0,-16.0,"(0.8, 0.0, 0.0, 1.0)"
-76.0,-12.0,"(0.8, 0.0, 0.0, 1.0)"
-76.0,-8.0,"(0.8, 0.0, 0.0, 1.0)"
-76.0,-4.0,"(0.8, 0.0, 0.0, 1.0)"
-76.0,0.0,"(1.0, 1.0, 0.4, 1.0)"
-76.0,4.0,"(0.6, 0.8, 1.0, 1.0)"
-72.0,-40.0,"(0.0, 0.6, 0.0, 1.0)"
-72.0,-36.0,"(0.0, 0.6, 0.0, 1.0)"
-72.0,-32.0,"(0.4, 0.8, 0.0, 1.0)"
-72.0,-28.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-24.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-20.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-16.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-12.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-8.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,-4.0,"(0.8, 0.0, 0.0, 1.0)"
-72.0,0.0,"(0.0, 0.2, 0.4, 1.0)"
-72.0,4.0,"(0.6, 0.8, 1.0, 1.0)"
-72.0,16.0,"(0.6, 0.8, 1.0, 1.0)"
-72.0,32.0,"(0.6, 0.8, 1.0, 1.0)"
-68.0,-48.0,"(0.6, 0.8, 1.0, 1.0)"
-68.0,-44.0,"(1.0, 0.5019607843, 0.0, 1.0)"
-68.0,-40.0,"(0.4, 0.8, 0.0, 1.0)"
-68.0,-36.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-32.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-28.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-24.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-20.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-16.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-12.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-8.0,"(0.8, 0.0, 0.0, 1.0)"
-68.0,-4.0,"(0.0, 0.4, 0.8, 1.0)"
-68.0,0.0,"(0.0, 0.4, 0.8, 1.0)"
-68.0,4.0,"(0.6, 0.8, 1.0, 1.0)"
-64.0,-48.0,"(0.0, 0.2, 0.4, 1.0)"
-64.0,-44.0,"(0.4, 0.8, 0.0, 1.0)"
-64.0,-40.0,"(0.4, 0.8, 0.0, 1.0)"
-64.0,-36.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-32.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-28.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-24.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-20.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-16.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-12.0,"(0.8, 0.0, 0.0, 1.0)"
-64.0,-8.0,"(0.0, 0.4, 0.8, 1.0)"
-64.0,-4.0,"(0.6, 0.8, 1.0, 1.0)"
-64.0,0.0,"(0.6, 0.8, 1.0, 1.0)"
-64.0,128.0,"(0.6, 0.8, 1.0, 1.0)"
-60.0,-48.0,"(0.0, 0.2, 0.4, 1.0)"
-60.0,-44.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-40.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-36.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-32.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-28.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-24.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-20.0,"(0.8, 0.0, 0.0, 1.0)"
-60.0,-16.0,"(1.0, 0.5019607843, 0.0, 1.0)"
-60.0,-12.0,"(0.0, 0.2, 0.4, 1.0)"
-60.0,-8.0,"(0.6, 0.8, 1.0, 1.0)"
-60.0,132.0,"(0.6, 0.8, 1.0, 1.0)"
-56.0,-52.0,"(0.0, 0.4, 0.8, 1.0)"
-56.0,-48.0,"(0.0, 0.4, 0.8, 1.0)"
-56.0,-44.0,"(0.8, 0.0, 0.0, 1.0)"
-56.0,-40.0,"(0.8, 0.0, 0.0, 1.0)"
-56.0,-36.0,"(0.8, 0.0, 0.0, 1.0)"
-56.0,-32.0,"(0.8, 0.0, 0.0, 1.0)"
-56.0,-28.0,"(0.8, 0.0, 0.0, 1.0)"
-56.0,-24.0,"(1.0, 1.0, 0.4, 1.0)"
-56.0,-20.0,"(0.0, 0.2, 0.4, 1.0)"
-56.0,-16.0,"(0.0, 0.4, 0.8, 1.0)"
-56.0,124.0,"(0.0, 0.6, 0.0, 1.0)"
-56.0,132.0,"(0.0, 0.6, 0.0, 1.0)"
-52.0,-56.0,"(0.0, 0.4, 0.8, 1.0)"
-52.0,-52.0,"(1.0, 1.0, 0.4, 1.0)"
-52.0,-48.0,"(1.0, 1.0, 0.4, 1.0)"
-52.0,-44.0,"(0.8, 0.0, 0.0, 1.0)"
-52.0,-40.0,"(0.8, 0.0, 0.0, 1.0)"
-52.0,-36.0,"(0.8, 0.0, 0.0, 1.0)"
-52.0,-32.0,"(1.0, 1.0, 0.4, 1.0)"
-52.0,-28.0,"(0.0, 0.6, 0.0, 1.0)"
-52.0,-24.0,"(0.6, 0.8, 1.0, 1.0)"
-52.0,-12.0,"(0.6, 0.8, 1.0, 1.0)"
-52.0,108.0,"(0.6, 0.8, 1.0, 1.0)"
-48.0,-56.0,"(0.4, 0.8, 0.0, 1.0)"
-48.0,-52.0,"(0.0, 0.2, 0.4, 1.0)"
-48.0,-48.0,"(0.8, 0.0, 0.0, 1.0)"
-48.0,-44.0,"(0.4, 0.8, 0.0, 1.0)"
-48.0,-40.0,"(0.4, 0.8, 0.0, 1.0)"
-48.0,-36.0,"(0.0, 0.2, 0.4, 1.0)"
-48.0,-28.0,"(0.0, 0.4, 0.8, 1.0)"
-48.0,-24.0,"(0.6, 0.8, 1.0, 1.0)"
-48.0,112.0,"(0.6, 0.8, 1.0, 1.0)"
-48.0,124.0,"(0.6, 0.8, 1.0, 1.0)"
-48.0,128.0,"(0.6, 0.8, 1.0, 1.0)"
-44.0,-60.0,"(0.0, 0.2, 0.4, 1.0)"
-44.0,-56.0,"(0.0, 0.4, 0.8, 1.0)"
-44.0,-48.0,"(0.0, 0.4, 0.8, 1.0)"
-44.0,-44.0,"(0.0, 0.4, 0.8, 1.0)"
-40.0,-40.0,"(0.0, 0.4, 0.8, 1.0)"
-36.0,-64.0,"(0.6, 0.8, 1.0, 1.0)"
-36.0,-48.0,"(0.6, 0.8, 1.0, 1.0)"
-12.0,-92.0,"(0.6, 0.8, 1.0, 1.0)"
-12.0,-88.0,"(0.6, 0.8, 1.0, 1.0)"
24.0,44.0,"(0.6, 0.8, 1.0, 1.0)"
32.0,-108.0,"(0.6, 0.8, 1.0, 1.0)"
36.0,-112.0,"(0.6, 0.8, 1.0, 1.0)"
36.0,-108.0,"(0.0, 0.4, 0.8, 1.0)"
36.0,32.0,"(0.0, 0.4, 0.8, 1.0)"
40.0,36.0,"(0.6, 0.8, 1.0, 1.0)"
40.0,40.0,"(0.6, 0.8, 1.0, 1.0)"
40.0,48.0,"(0.6, 0.8, 1.0, 1.0)"
40.0,52.0,"(0.6, 0.8, 1.0, 1.0)"
44.0,-140.0,"(0.6, 0.8, 1.0, 1.0)"
44.0,40.0,"(0.0, 0.4, 0.8, 1.0)"
44.0,44.0,"(0.6, 0.8, 1.0, 1.0)"
44.0,48.0,"(0.6, 0.8, 1.0, 1.0)"
44.0,56.0,"(0.6, 0.8, 1.0, 1.0)"
48.0,-144.0,"(0.6, 0.8, 1.0, 1.0)"
48.0,-140.0,"(0.6, 0.8, 1.0, 1.0)"
48.0,-128.0,"(0.6, 0.8, 1.0, 1.0)"
48.0,32.0,"(0.0, 0.4, 0.8, 1.0)"
48.0,36.0,"(0.4, 0.8, 0.0, 1.0)"
48.0,40.0,"(0.4, 0.8, 0.0, 1.0)"
48.0,44.0,"(0.0, 0.4, 0.8, 1.0)"
52.0,-144.0,"(0.6, 0.8, 1.0, 1.0)"
52.0,12.0,"(0.6, 0.8, 1.0, 1.0)"
52.0,16.0,"(0.0, 0.2, 0.4, 1.0)"
52.0,20.0,"(0.0, 0.4, 0.8, 1.0)"
52.0,24.0,"(0.6, 0.8, 1.0, 1.0)"
52.0,28.0,"(0.8, 0.0, 0.0, 1.0)"
52.0,32.0,"(0.4, 0.8, 0.0, 1.0)"
56.0,12.0,"(0.0, 0.2, 0.4, 1.0)"
56.0,16.0,"(0.0, 0.6, 0.0, 1.0)"
56.0,20.0,"(0.0, 0.4, 0.8, 1.0)"
56.0,24.0,"(0.0, 0.2, 0.4, 1.0)"
56.0,28.0,"(0.0, 0.2, 0.4, 1.0)"
56.0,32.0,"(0.0, 0.6, 0.0, 1.0)"
56.0,36.0,"(0.6, 0.8, 1.0, 1.0)"
56.0,40.0,"(0.6, 0.8, 1.0, 1.0)"
56.0,44.0,"(0.6, 0.8, 1.0, 1.0)"
60.0,-140.0,"(0.6, 0.8, 1.0, 1.0)"
60.0,0.0,"(0.6, 0.8, 1.0, 1.0)"
60.0,4.0,"(0.6, 0.8, 1.0, 1.0)"
60.0,8.0,"(0.0, 0.4, 0.8, 1.0)"
60.0,12.0,"(0.0, 0.4, 0.8, 1.0)"
60.0,16.0,"(0.0, 0.4, 0.8, 1.0)"
60.0,20.0,"(0.4, 0.8, 0.0, 1.0)"
60.0,24.0,"(0.6, 0.8, 1.0, 1.0)"
60.0,28.0,"(0.6, 0.8, 1.0, 1.0)"
64.0,-4.0,"(0.6, 0.8, 1.0, 1.0)"
64.0,8.0,"(0.6, 0.8, 1.0, 1.0)"
64.0,12.0,"(0.0, 0.4, 0.8, 1.0)"
64.0,16.0,"(0.6, 0.8, 1.0, 1.0)"
68.0,-16.0,"(0.0, 0.4, 0.8, 1.0)"
68.0,-12.0,"(0.6, 0.8, 1.0, 1.0)"
68.0,-8.0,"(0.0, 0.4, 0.8, 1.0)"
68.0,-4.0,"(0.0, 0.2, 0.4, 1.0)"
68.0,16.0,"(0.6, 0.8, 1.0, 1.0)"
68.0,32.0,"(0.6, 0.8, 1.0, 1.0)"
72.0,0.0,"(0.6, 0.8, 1.0, 1.0)"
76.0,-4.0,"(0.6, 0.8, 1.0, 1.0)"
